Ticker,Company,Sector,Industry,Market Cap,Days Seen,Total Days,Dates,Max ATR%,Max EPS%,Max Appearances,Screeners Hit,Base Score,Signal Score,Q Rank,Stage,Quality Mod,Watch,Last SMA50%,EP,IPO,MULTI,HIGH,CHAR,CC_DEEP,CC_WATCH
UMAC,Unusual Machines Inc,Technology,Computer Hardware,1.70B,5,5,"2026-08-10, 2026-08-11, 2026-08-12, 2026-08-13, 2026-08-14",9.7,95.8,5,"52 Week High, Base / Near-High, Growth, Power Move, Week 20%+ Gain",170.0,275.0,90,Uptrend,30,False,19.9,True,False,True,False,True,False,False
ABCL,AbCellera Biologics Inc,Healthcare,Biotechnology,3.49B,5,5,"2026-08-10, 2026-08-11, 2026-08-12, 2026-08-13, 2026-08-14",7.6,2.5,3,"10% Change, 52 Week High, Power Move, Week 20%+ Gain",160.0,265.0,75,Uptrend,30,False,49.2,True,False,True,False,True,False,False
RBRK,Rubrik Inc,Technology,Software - Infrastructure,21.04B,5,5,"2026-08-10, 2026-08-11, 2026-08-12, 2026-08-13, 2026-08-14",4.9,48.9,5,"52 Week High, Base / Near-High, Growth, IPO, Week 20%+ Gain",170.0,265.0,99,Uptrend,30,False,26.0,True,True,True,False,False,False,False
AEHR,Aehr Test Systems,Technology,Semiconductor Equipment & Materials,4.37B,5,5,"2026-08-10, 2026-08-11, 2026-08-12, 2026-08-13, 2026-08-14",11.5,-81.5,4,"10% Change, 52 Week High, Base / Near-High, Growth, Power Move, Week 20%+ Gain",180.0,260.0,87,Uptrend,30,False,15.9,True,False,True,False,False,False,False
P,Everpure Inc,Technology,Computer Hardware,39.28B,5,5,"2026-08-10, 2026-08-11, 2026-08-12, 2026-08-13, 2026-08-14",5.2,75.7,4,"52 Week High, Base / Near-High, Growth, Power Move, Week 20%+ Gain",170.0,250.0,97,Uptrend,30,False,28.8,True,False,True,False,False,False,False
QMCO,Quantum Corp,Technology,Computer Hardware,1.03B,4,5,"2026-08-11, 2026-08-12, 2026-08-13, 2026-08-14",8.4,65.1,4,"10% Change, 52 Week High, Power Move, Week 20%+ Gain",140.0,245.0,75,Uptrend,30,False,60.9,True,False,True,False,True,False,False
LFST,LifeStance Health Group Inc,Healthcare,Medical Care Facilities,4.75B,5,5,"2026-08-10, 2026-08-11, 2026-08-12, 2026-08-13, 2026-08-14",4.6,411.4,3,"52 Week High, Base / Near-High, Growth",150.0,245.0,97,Uptrend,30,False,19.8,False,False,True,True,True,True,False
TWLO,Twilio Inc,Technology,Software - Infrastructure,36.58B,5,5,"2026-08-10, 2026-08-11, 2026-08-12, 2026-08-13, 2026-08-14",5.7,5490.0,3,"52 Week High, Base / Near-High, Growth, Week 20%+ Gain",160.0,240.0,109,Uptrend,30,False,22.2,True,False,True,False,False,False,False
HNGE,Hinge Health Inc,Healthcare,Health Information Services,7.14B,5,5,"2026-08-10, 2026-08-11, 2026-08-12, 2026-08-13, 2026-08-14",5.4,124.7,3,"52 Week High, Base / Near-High, Growth, IPO",160.0,235.0,100,Uptrend,30,False,20.3,False,True,True,True,False,False,False
HTFL,Heartflow Inc,Healthcare,Health Information Services,3.63B,4,5,"2026-08-10, 2026-08-12, 2026-08-13, 2026-08-14",5.6,0.0,4,"52 Week High, IPO, Power Move, Week 20%+ Gain",140.0,235.0,101,Uptrend,30,False,2.1,True,True,True,False,False,False,False
